lat,lon,mua_vu_encoded,nam_offset,gan_bien,tổng số giờ nắng,tổng lượng mưa,độ ẩm trung bình,nhiệt độ trung bình,dien_tich,dien_tich_lag1_ss,dien_tich_lag2_ss,dien_tich_roll2_ss,dien_tich_cross,nang_suat_lag1_ss,nang_suat_lag2_ss,nang_suat_roll2_ss,nang_suat_cross,nang_suat
9.9333,106.3333,1,17,1,2032.29,1855.8,86.44,26.69,80.2,81.0,81.4,81.2,58.2,5.332098765432098,4.656019656019656,4.994059210725878,6.230240549828179,5.4214463840399
9.9333,106.3333,1,18,1,1969.86,1895.0,86.69,26.81,80.7,80.2,81.0,80.6,64.5,5.4214463840399,5.332098765432098,5.376772574735999,6.0310077519379846,5.18091697645601
9.9333,106.3333,1,19,1,2101.1,1812.4,85.12,27.17,80.2,80.7,80.2,80.45,66.4,5.18091697645601,5.4214463840399,5.301181680247955,6.719879518072289,5.074812967581047
9.9333,106.3333,1,20,1,2187.75,1523.8,82.6,27.55,164.3,80.2,80.7,80.45,68.9,5.074812967581047,5.18091697645601,5.1278649720185285,6.811320754716981,5.2288496652465
9.9333,106.3333,1,21,1,1987.88,1825.4,84.54,27.39,139.4,164.3,80.2,122.25,68.8,5.2288496652465,5.074812967581047,5.151831316413773,4.036337209302325,4.791248206599713
9.9333,106.3333,1,22,1,1936.19,1870.9,86.3,26.95,157.9,139.4,164.3,151.85000000000002,59.9,4.791248206599713,5.2288496652465,5.010048935923106,5.898163606010017,4.898036732108929
9.9333,106.3333,1,23,1,2019.68,1438.1,84.83,27.08,155.1,157.9,139.4,148.65,66.4,4.898036732108929,4.791248206599713,4.844642469354321,6.71234939759036,5.254674403610574
9.9333,106.3333,1,24,1,2106.23,1316.6,84.35,27.47,153.5,155.1,157.9,156.5,68.6,5.254674403610574,4.898036732108929,5.076355567859752,6.61661807580175,5.17915309446254
9.9333,106.3333,1,25,1,1948.59,1925.5,84.77,27.45,142.4,153.5,155.1,154.3,60.5,5.17915309446254,5.254674403610574,5.216913749036557,3.5421487603305786,5.033005617977528
9.9333,106.3333,1,26,1,2012.37,1649.7,86.24,27.06,147.94271,142.4,153.5,147.95,59.73,5.033005617977528,5.17915309446254,5.106079356220034,6.40616105809476,5.135298859943826
9.9333,106.3333,1,27,1,1943.17,2090.6,86.8,26.63,134.6,147.94271,142.4,145.171355,63.3,5.135298859943826,5.033005617977528,5.084152238960677,6.50047393364929,4.757159509658247
9.9333,106.3333,1,28,1,2013.02,1966.9,85.61,27.25,140.16448,134.6,147.94271,141.271355,62.06,4.757159509658247,5.135298859943826,4.9462291848010365,6.102320335159522,5.183709596040309
9.9333,106.3333,1,29,1,1973.65,2051.5,84.58,27.53,140.01,140.16448,134.6,137.38224,61.74,5.183709596040309,4.757159509658247,4.970434552849278,6.698898607061872,5.25748160845654
10.0,105.0833,0,0,1,1638.27,120.9,72.78,26.67,107.0,,,,,,,,,5.314018691588785
10.0,105.0833,0,1,1,1590.16,253.0,75.33,25.97,144.2,107.0,,107.0,170.0,5.314018691588785,,5.314018691588785,3.7005882352941177,5.447295423023578
10.0,105.0833,0,2,1,1529.2,491.1,77.86,25.84,155.4,144.2,107.0,125.6,211.7,5.447295423023578,5.314018691588785,5.380657057306182,2.9286726499763818,5.418918918918919
10.0,105.0833,0,3,1,1685.18,100.8,70.36,27.89,160.1,155.4,144.2,149.8,188.8,5.418918918918919,5.447295423023578,5.433107170971249,3.2690677966101696,5.359150530918177
10.0,105.0833,0,4,1,1477.42,545.1,79.88,26.0,182.7,160.1,155.4,157.75,249.0,5.359150530918177,5.418918918918919,5.389034724918548,3.2686746987951807,4.831417624521073
10.0,105.0833,0,5,1,1536.74,444.5,76.84,26.07,232.6,182.7,160.1,171.39999999999998,255.7,4.831417624521073,5.359150530918177,5.095284077719625,3.5549472037544,4.95786758383491
10.0,105.0833,0,6,1,1520.22,510.5,79.86,26.19,249.7,232.6,182.7,207.64999999999998,266.9,4.95786758383491,4.831417624521073,4.894642604177992,3.8684900711877113,4.498197837404886
10.0,105.0833,0,7,1,1626.71,100.6,69.09,26.83,254.3,249.7,232.6,241.14999999999998,268.3,4.498197837404886,4.95786758383491,4.728032710619898,3.644800596347372,5.298859614628391
10.0,105.0833,0,8,1,1622.4,290.1,75.11,26.92,266.6,254.3,249.7,252.0,293.3,5.298859614628391,4.498197837404886,4.898528726016639,3.957381520627344,5.259189797449362
10.0,105.0833,0,9,1,1633.77,128.5,72.16,26.81,250.8,266.6,254.3,260.45000000000005,277.1,5.259189797449362,5.298859614628391,5.279024706038877,3.719234933237098,5.678628389154705
10.0,105.0833,0,10,1,1677.42,100.3,71.39,26.91,250.8,250.8,266.6,258.70000000000005,286.4,5.678628389154705,5.259189797449362,5.468909093302033,4.187849162011174,5.994417862838915
10.0,105.0833,0,11,1,1525.03,376.2,76.88,26.41,256.7,250.8,250.8,250.8,299.8,5.994417862838915,5.678628389154705,5.83652312599681,4.276184122748499,5.953252824308532
10.0,105.0833,0,12,1,1604.48,239.0,75.14,26.75,265.3,256.7,250.8,253.75,293.8,5.953252824308532,5.994417862838915,5.9738353435737235,3.682096664397549,5.927629099133056
10.0,105.0833,0,13,1,1579.92,227.9,73.45,26.52,270.2,265.3,256.7,261.0,266.4,5.927629099133056,5.953252824308532,5.940440961720794,4.618993993993994,6.71058475203553
10.0,105.0833,0,14,1,1517.39,407.7,78.24,25.91,277.8,270.2,265.3,267.75,279.0,6.71058475203553,5.927629099133056,6.319106925584293,4.795698924731183,6.696544276457883
10.0,105.0833,0,15,1,1592.46,144.4,73.0,27.19,283.9,277.8,270.2,274.0,282.1,6.696544276457883,6.71058475203553,6.703564514246706,4.608294930875576,6.664670658682635
10.0,105.0833,0,16,1,1439.13,604.2,78.93,25.92,287.2,283.9,277.8,280.85,296.6,6.664670658682635,6.696544276457883,6.680607467570258,4.611935266351989,6.948119777158775
10.0,105.0833,0,17,1,1540.54,440.6,77.65,26.58,292.2,287.2,283.9,285.54999999999995,345.3,6.948119777158775,6.664670658682635,6.806395217920705,4.991601505936866,7.055783709787816
10.0,105.0833,0,18,1,1572.18,265.6,74.88,27.17,300.6,292.2,287.2,289.7,368.5,7.055783709787816,6.948119777158775,7.001951743473295,5.293080054274085,6.907518296739854
10.0,105.0833,0,19,1,1573.95,238.5,73.89,25.97,305.9,300.6,292.2,296.4,403.9,6.907518296739854,7.055783709787816,6.981651003263835,5.230997771725676,7.216737495913698
10.0,105.0833,0,20,1,1587.69,238.7,74.18,26.52,307.3,305.9,300.6,303.25,385.3,7.216737495913698,6.907518296739854,7.062127896326776,5.305735790293277,7.23885453953791
10.0,105.0833,0,21,1,1630.47,235.1,73.85,27.35,301.0,307.3,305.9,306.6,399.2,7.23885453953791,7.216737495913698,7.2277960177258045,5.348697394789579,6.147176079734219
10.0,105.0833,0,22,1,1481.52,637.2,80.84,26.28,298.8,301.0,307.3,304.15,404.8,6.147176079734219,7.23885453953791,6.693015309636065,5.443922924901186,6.0230923694779115
10.0,105.0833,0,23,1,1476.58,377.0,78.32,26.16,290.0,298.8,301.0,299.9,389.1,6.0230923694779115,6.147176079734219,6.085134224606065,5.455409920328964,7.072413793103448
10.0,105.0833,0,24,1,1587.91,352.7,73.74,27.21,289.1,290.0,298.8,294.4,379.8,7.072413793103448,6.0230923694779115,6.547753081290679,5.134281200631912,6.879972327914216
10.0,105.0833,0,25,1,1659.27,178.4,69.76,27.36,289.8,289.1,290.0,289.55,368.9,6.879972327914216,7.072413793103448,6.976193060508832,5.375982651124967,7.3233264320220846
10.0,105.0833,0,26,1,1567.93,381.9,75.1,26.35,284.41,289.8,289.1,289.45000000000005,373.4,7.3233264320220846,6.879972327914216,7.10164937996815,5.582217461167649,7.6161527372455256
10.0,105.0833,0,27,1,1512.42,595.7,75.21,26.88,283.9,284.41,289.8,287.105,372.896,7.6161527372455256,7.3233264320220846,7.469739584633805,5.591344503561314,7.360091581542798
10.0,105.0833,0,28,1,1481.35,408.9,74.67,26.33,281.04,283.9,284.41,284.155,348.6,7.360091581542798,7.6161527372455256,7.488122159394162,5.605506052782559,7.68435098206661
10.0,105.0833,0,29,1,1603.91,258.3,72.23,27.7,280.39,281.04,283.9,282.47,363.3194,7.68435098206661,7.360091581542798,7.522221281804704,5.6032641526987,7.750026748457507
10.0,105.0833,1,0,1,2011.04,1522.7,81.67,27.51,170.0,,,,107.0,,,,5.314018691588785,3.7005882352941177
10.0,105.0833,1,1,1,1974.77,1717.3,84.88,26.94,211.7,170.0,,170.0,144.2,3.7005882352941177,,3.7005882352941177,5.447295423023578,2.9286726499763818
10.0,105.0833,1,2,1,2052.04,1478.0,83.27,27.18,188.8,211.7,170.0,190.85,155.4,2.9286726499763818,3.7005882352941177,3.3146304426352495,5.418918918918919,3.2690677966101696
10.0,105.0833,1,3,1,1968.67,1626.7,82.39,27.76,249.0,188.8,211.7,200.25,160.1,3.2690677966101696,2.9286726499763818,3.0988702232932757,5.359150530918177,3.2686746987951807
10.0,105.0833,1,4,1,1941.15,1858.6,85.49,26.53,255.7,249.0,188.8,218.9,182.7,3.2686746987951807,3.2690677966101696,3.268871247702675,4.831417624521073,3.5549472037544
10.0,105.0833,1,5,1,1962.27,1714.9,85.22,26.73,266.9,255.7,249.0,252.35,232.6,3.5549472037544,3.2686746987951807,3.4118109512747905,4.95786758383491,3.8684900711877113
10.0,105.0833,1,6,1,2008.67,1734.2,84.52,27.03,268.3,266.9,255.7,261.29999999999995,249.7,3.8684900711877113,3.5549472037544,3.711718637471056,4.498197837404886,3.644800596347372
10.0,105.0833,1,7,1,2091.86,1355.0,80.64,27.64,293.3,268.3,266.9,267.6,254.3,3.644800596347372,3.8684900711877113,3.7566453337675414,5.298859614628391,3.957381520627344
10.0,105.0833,1,8,1,1909.96,1725.3,82.76,27.24,277.1,293.3,268.3,280.8,266.6,3.957381520627344,3.644800596347372,3.801091058487358,5.259189797449362,3.719234933237098
10.0,105.0833,1,9,1,2019.55,1379.2,82.17,27.29,286.4,277.1,293.3,285.20000000000005,250.8,3.719234933237098,3.957381520627344,3.838308226932221,5.678628389154705,4.187849162011174
10.0,105.0833,1,10,1,2019.0,1427.4,82.34,27.42,299.8,286.4,277.1,281.75,250.8,4.187849162011174,3.719234933237098,3.9535420476241363,5.994417862838915,4.276184122748499
10.0,105.0833,1,11,1,1908.65,1824.2,84.8,26.86,293.8,299.8,286.4,293.1,256.7,4.276184122748499,4.187849162011174,4.232016642379836,5.953252824308532,3.682096664397549
10.0,105.0833,1,12,1,1815.67,1822.9,84.63,27.02,266.4,293.8,299.8,296.8,265.3,3.682096664397549,4.276184122748499,3.979140393573024,5.927629099133056,4.618993993993994
10.0,105.0833,1,13,1,1900.07,1760.6,84.64,26.85,279.0,266.4,293.8,280.1,270.2,4.618993993993994,3.682096664397549,4.150545329195772,6.71058475203553,4.795698924731183
10.0,105.0833,1,14,1,1831.85,1545.7,84.46,27.14,282.1,279.0,266.4,272.7,277.8,4.795698924731183,4.618993993993994,4.707346459362588,6.696544276457883,4.608294930875576
10.0,105.0833,1,15,1,1949.82,1799.5,82.77,27.66,296.6,282.1,279.0,280.55,283.9,4.608294930875576,4.795698924731183,4.701996927803379,6.664670658682635,4.611935266351989
10.0,105.0833,1,16,1,1972.67,1495.8,84.38,26.97,345.3,296.6,282.1,289.35,287.2,4.611935266351989,4.608294930875576,4.610115098613782,6.948119777158775,4.991601505936866
10.0,105.0833,1,17,1,1899.44,1606.2,84.29,26.98,368.5,345.3,296.6,320.95000000000005,292.2,4.991601505936866,4.611935266351989,4.801768386144428,7.055783709787816,5.293080054274085
10.0,105.0833,1,18,1,1832.75,1790.8,84.77,27.05,403.9,368.5,345.3,356.9,300.6,5.293080054274085,4.991601505936866,5.142340780105475,6.907518296739854,5.230997771725676
10.0,105.0833,1,19,1,1994.78,1483.5,83.9,27.36,385.3,403.9,368.5,386.2,305.9,5.230997771725676,5.293080054274085,5.262038912999881,7.216737495913698,5.305735790293277
10.0,105.0833,1,20,1,2069.42,1250.1,80.96,27.78,399.2,385.3,403.9,394.6,307.3,5.305735790293277,5.230997771725676,5.268366781009476,7.23885453953791,5.348697394789579
10.0,105.0833,1,21,1,1868.16,1713.5,81.99,27.75,404.8,399.2,385.3,392.25,301.0,5.348697394789579,5.305735790293277,5.327216592541428,6.147176079734219,5.443922924901186
10.0,105.0833,1,22,1,1860.01,2353.7,84.28,27.33,389.1,404.8,399.2,402.0,298.8,5.443922924901186,5.348697394789579,5.396310159845383,6.0230923694779115,5.455409920328964
10.0,105.0833,1,23,1,1894.88,1832.7,82.52,27.41,379.8,389.1,404.8,396.95000000000005,290.0,5.455409920328964,5.443922924901186,5.449666422615074,7.072413793103448,5.134281200631912
10.0,105.0833,1,24,1,1923.68,1677.8,83.0,27.73,368.9,379.8,389.1,384.45000000000005,289.1,5.134281200631912,5.455409920328964,5.294845560480438,6.879972327914216,5.375982651124967
10.0,105.0833,1,25,1,1844.2,2079.1,83.09,27.75,373.4,368.9,379.8,374.35,289.8,5.375982651124967,5.134281200631912,5.255131925878439,7.3233264320220846,5.582217461167649
10.0,105.0833,1,26,1,1866.52,2083.5,83.74,27.44,372.896,373.4,368.9,371.15,284.41,5.582217461167649,5.375982651124967,5.479100056146308,7.6161527372455256,5.591344503561314
10.0,105.0833,1,27,1,1771.28,2078.2,83.91,27.04,348.6,372.896,373.4,373.148,283.9,5.591344503561314,5.582217461167649,5.586780982364481,7.360091581542798,5.605506052782559
10.0,105.0833,1,28,1,1932.13,2114.3,82.12,27.79,363.3194,348.6,372.896,360.74800000000005,281.04,5.605506052782559,5.591344503561314,5.598425278171936,7.68435098206661,5.6032641526987
10.0,105.0833,1,29,1,1894.24,2164.5,81.8,28.02,372.87,363.3194,348.6,355.9597,280.39,5.6032641526987,5.605506052782559,5.604385102740629,7.750026748457507,5.742323061656878
10.0333,105.7833,0,0,0,1640.31,110.0,75.22,26.36,86.968,,,,,,,,,5.479900653113789
10.0333,105.7833,0,1,0,1558.38,265.3,78.38,25.54,85.917,86.968,,86.968,111.914,5.479900653113789,,5.479900653113789,3.6828368211305107,5.925148690014782
10.0333,105.7833,0,2,0,1525.24,534.7,80.53,25.52,87.808,85.917,86.968,86.4425,113.763,5.925148690014782,5.479900653113789,5.702524671564285,3.761460228721113,5.95310222303207
10.0333,105.7833,0,3,0,1690.16,98.8,73.41,27.42,87.913,87.808,85.917,86.86250000000001,104.129,5.95310222303207,5.925148690014782,5.939125456523426,3.5604874722699726,6.097596487436443
10.0333,105.7833,0,4,0,1475.91,577.5,82.24,25.76,92.009,87.913,87.808,87.8605,125.441,6.097596487436443,5.95310222303207,6.0253493552342565,3.5835253226616497,5.756110815246335
10.0333,105.7833,0,5,0,1549.74,435.7,79.23,25.79,94.688,92.009,87.913,89.961,141.79,5.756110815246335,6.097596487436443,5.926853651341389,3.5907821426052613,5.985879942548158
10.0333,105.7833,0,6,0,1518.6,554.6,82.14,25.87,95.528,94.688,92.009,93.3485,113.423,5.985879942548158,5.756110815246335,5.870995378897247,3.7643599622651487,5.873858973285319
10.0333,105.7833,0,7,0,1619.59,126.9,73.15,26.26,95.003,95.528,94.688,95.108,126.122,5.873858973285319,5.985879942548158,5.929869457916739,3.7101060877562992,6.673883982611075
10.0333,105.7833,0,8,0,1616.99,322.1,77.87,26.54,93.27,95.003,95.528,95.2655,134.151,6.673883982611075,5.873858973285319,6.273871477948197,3.970481025113491,6.408148386405061
10.0333,105.7833,0,9,0,1642.43,151.8,75.75,26.31,93.9,93.27,95.003,94.1365,134.2,6.408148386405061,6.673883982611075,6.541016184508068,3.9399627421758576,6.799787007454738
10.0333,105.7833,0,10,0,1679.22,86.1,74.06,26.55,93.4,93.9,93.27,93.58500000000001,136.0,6.799787007454738,6.408148386405061,6.6039676969298995,4.089705882352941,6.9732334047109195
10.0333,105.7833,0,11,0,1521.33,394.4,79.64,26.03,93.0,93.4,93.9,93.65,138.6,6.9732334047109195,6.799787007454738,6.8865102060828285,4.202020202020202,6.689247311827957
10.0333,105.7833,0,12,0,1613.02,247.3,78.26,26.35,92.1,93.0,93.4,93.2,129.8,6.689247311827957,6.9732334047109195,6.831240358269438,4.090138674884437,6.800217155266015
10.0333,105.7833,0,13,0,1565.37,212.6,76.24,26.14,90.6,92.1,93.0,92.55,115.8,6.800217155266015,6.689247311827957,6.744732233546986,4.363557858376511,6.8532008830022075
10.0333,105.7833,0,14,0,1511.04,477.1,81.96,25.56,90.1,90.6,92.1,91.35,128.0,6.8532008830022075,6.800217155266015,6.826709019134111,4.5125,6.730299667036626
10.0333,105.7833,0,15,0,1598.58,184.1,76.77,26.63,89.8,90.1,90.6,90.35,118.7,6.730299667036626,6.8532008830022075,6.791750275019417,4.479359730412805,7.061247216035635
10.0333,105.7833,0,16,0,1429.02,616.1,81.97,25.6,88.7,89.8,90.1,89.94999999999999,119.6,7.061247216035635,6.730299667036626,6.8957734415361305,4.7040133779264215,7.160090191657272
10.0333,105.7833,0,17,0,1531.03,418.1,80.34,26.24,87.8,88.7,89.8,89.25,136.0,7.160090191657272,7.061247216035635,7.1106687038464536,4.813235294117647,7.289293849658314
10.0333,105.7833,0,18,0,1571.01,265.0,77.31,26.8,88.0,87.8,88.7,88.25,140.4,7.289293849658314,7.160090191657272,7.224692020657793,4.8418803418803416,7.240909090909091
10.0333,105.7833,0,19,0,1568.28,204.8,77.23,25.63,88.0,88.0,87.8,87.9,148.6,7.240909090909091,7.289293849658314,7.265101470283703,4.933378196500673,7.342045454545455
10.0333,105.7833,0,20,0,1601.02,252.6,77.9,26.04,87.3,88.0,88.0,88.0,144.3,7.342045454545455,7.240909090909091,7.291477272727273,5.000693000693,7.391752577319587
10.0333,105.7833,0,21,0,1637.43,249.9,76.16,27.02,86.7,87.3,88.0,87.65,150.6,7.391752577319587,7.342045454545455,7.366899015932521,5.065073041168659,7.102652825836216
10.0333,105.7833,0,22,0,1457.41,629.5,81.25,26.33,85.4,86.7,87.3,87.0,153.3,7.102652825836216,7.391752577319587,7.247202701577901,5.101108936725375,6.518735362997658
10.0333,105.7833,0,23,0,1449.08,436.0,79.85,26.13,82.5,85.4,86.7,86.05000000000001,154.7,6.518735362997658,7.102652825836216,6.810694094416937,5.368455074337428,7.162424242424242
10.0333,105.7833,0,24,0,1567.48,332.3,76.64,26.95,81.3,82.5,85.4,83.95,154.8,7.162424242424242,6.518735362997658,6.84057980271095,5.3966408268733845,6.956949569495696
10.0333,105.7833,0,25,0,1656.52,116.1,72.68,27.06,79.3,81.3,82.5,81.9,143.8,6.956949569495696,7.162424242424242,7.059686905959969,5.565368567454797,7.220680958385877
10.0333,105.7833,0,26,0,1542.51,257.4,76.81,26.32,77.19,79.3,81.3,80.3,143.7,7.220680958385877,6.956949569495696,7.088815263940786,5.710508002783578,7.45200155460552
10.0333,105.7833,0,27,0,1494.12,527.9,77.25,26.83,76.0,77.19,79.3,78.245,145.185,7.45200155460552,7.220680958385877,7.3363412564956985,5.778427592382133,7.421184210526316
10.0333,105.7833,0,28,0,1447.53,431.0,78.74,26.1,75.03,76.0,77.19,76.595,140.3,7.421184210526316,7.45200155460552,7.436592882565918,5.721009978617248,7.460349193655871
10.0333,105.7833,0,29,0,1601.57,234.8,74.63,27.53,72.81,75.03,76.0,75.515,141.19106,7.460349193655871,7.421184210526316,7.440766702091093,5.683363875871461,7.49745914022799
10.0333,105.7833,1,0,0,2001.54,1454.0,83.24,27.2,111.914,,,,86.968,,,,5.479900653113789,3.6828368211305107
10.0333,105.7833,1,1,0,1956.96,1652.6,86.2,26.66,113.763,111.914,,111.914,85.917,3.6828368211305107,,3.6828368211305107,5.925148690014782,3.761460228721113
10.0333,105.7833,1,2,0,2059.49,1416.2,84.2,26.92,104.129,113.763,111.914,112.83850000000001,87.808,3.761460228721113,3.6828368211305107,3.722148524925812,5.95310222303207,3.5604874722699726
10.0333,105.7833,1,3,0,1977.7,1560.4,83.75,27.48,125.441,104.129,113.763,108.946,87.913,3.5604874722699726,3.761460228721113,3.6609738504955427,6.097596487436443,3.5835253226616497
10.0333,105.7833,1,4,0,1966.05,1676.7,87.24,26.21,141.79,125.441,104.129,114.785,92.009,3.5835253226616497,3.5604874722699726,3.5720063974658114,5.756110815246335,3.5907821426052613
10.0333,105.7833,1,5,0,1973.9,1545.9,86.71,26.43,113.423,141.79,125.441,133.6155,94.688,3.5907821426052613,3.5835253226616497,3.5871537326334555,5.985879942548158,3.7643599622651487
10.0333,105.7833,1,6,0,2005.18,1566.6,86.57,26.66,126.122,113.423,141.79,127.6065,95.528,3.7643599622651487,3.5907821426052613,3.677571052435205,5.873858973285319,3.7101060877562992
10.0333,105.7833,1,7,0,2083.18,1106.4,81.44,27.4,134.151,126.122,113.423,119.77250000000001,95.003,3.7101060877562992,3.7643599622651487,3.737233025010724,6.673883982611075,3.970481025113491
10.0333,105.7833,1,8,0,1899.4,1761.0,84.83,26.84,134.2,134.151,126.122,130.1365,93.27,3.970481025113491,3.7101060877562992,3.8402935564348955,6.408148386405061,3.9399627421758576
10.0333,105.7833,1,9,0,2025.66,1343.7,84.0,26.93,136.0,134.2,134.151,134.1755,93.9,3.9399627421758576,3.970481025113491,3.9552218836446746,6.799787007454738,4.089705882352941
10.0333,105.7833,1,10,0,2022.76,1407.6,83.83,27.09,138.6,136.0,134.2,135.1,93.4,4.089705882352941,3.9399627421758576,4.0148343122644,6.9732334047109195,4.202020202020202
10.0333,105.7833,1,11,0,1924.54,1690.7,86.35,26.56,129.8,138.6,136.0,137.3,93.0,4.202020202020202,4.089705882352941,4.145863042186572,6.689247311827957,4.090138674884437
10.0333,105.7833,1,12,0,1805.6,1691.6,85.91,26.75,115.8,129.8,138.6,134.2,92.1,4.090138674884437,4.202020202020202,4.14607943845232,6.800217155266015,4.363557858376511
10.0333,105.7833,1,13,0,1891.89,1684.2,86.39,26.5,128.0,115.8,129.8,122.80000000000001,90.6,4.363557858376511,4.090138674884437,4.2268482666304745,6.8532008830022075,4.5125
10.0333,105.7833,1,14,0,1827.16,1501.9,86.29,26.78,118.7,128.0,115.8,121.9,90.1,4.5125,4.363557858376511,4.438028929188256,6.730299667036626,4.479359730412805
10.0333,105.7833,1,15,0,1959.81,1636.6,83.46,27.49,119.6,118.7,128.0,123.35,89.8,4.479359730412805,4.5125,4.495929865206403,7.061247216035635,4.7040133779264215
10.0333,105.7833,1,16,0,1955.87,1563.2,86.2,26.62,136.0,119.6,118.7,119.15,88.7,4.7040133779264215,4.479359730412805,4.5916865541696135,7.160090191657272,4.813235294117647
10.0333,105.7833,1,17,0,1911.67,1547.9,86.26,26.61,140.4,136.0,119.6,127.80000000000001,87.8,4.813235294117647,4.7040133779264215,4.758624336022034,7.289293849658314,4.8418803418803416
10.0333,105.7833,1,18,0,1853.54,1636.8,86.53,26.74,148.6,140.4,136.0,138.20000000000002,88.0,4.8418803418803416,4.813235294117647,4.827557817998994,7.240909090909091,4.933378196500673
10.0333,105.7833,1,19,0,2004.78,1617.2,85.19,27.06,144.3,148.6,140.4,144.5,88.0,4.933378196500673,4.8418803418803416,4.887629269190507,7.342045454545455,5.000693000693
10.0333,105.7833,1,20,0,2091.75,1268.8,81.67,27.57,150.6,144.3,148.6,146.45000000000002,87.3,5.000693000693,4.933378196500673,4.967035598596837,7.391752577319587,5.065073041168659
10.0333,105.7833,1,21,0,1864.14,1430.7,83.26,27.49,153.3,150.6,144.3,147.45000000000002,86.7,5.065073041168659,5.000693000693,5.0328830209308295,7.102652825836216,5.101108936725375
10.0333,105.7833,1,22,0,1825.66,1871.1,85.11,27.1,154.7,153.3,150.6,151.95000000000002,85.4,5.101108936725375,5.065073041168659,5.083090988947017,6.518735362997658,5.368455074337428
10.0333,105.7833,1,23,0,1885.7,1452.0,84.23,27.16,154.8,154.7,153.3,154.0,82.5,5.368455074337428,5.101108936725375,5.234782005531401,7.162424242424242,5.3966408268733845
10.0333,105.7833,1,24,0,1930.78,1479.4,83.9,27.54,143.8,154.8,154.7,154.75,81.3,5.3966408268733845,5.368455074337428,5.382547950605407,6.956949569495696,5.565368567454797
10.0333,105.7833,1,25,0,1846.64,2092.9,83.39,27.64,143.7,143.8,154.8,149.3,79.3,5.565368567454797,5.3966408268733845,5.4810046971640904,7.220680958385877,5.710508002783578
10.0333,105.7833,1,26,0,1845.84,1804.2,85.89,27.09,145.185,143.7,143.8,143.75,77.19,5.710508002783578,5.565368567454797,5.637938285119187,7.45200155460552,5.778427592382133
10.0333,105.7833,1,27,0,1761.58,2242.8,86.47,26.64,140.3,145.185,143.7,144.4425,76.0,5.778427592382133,5.710508002783578,5.744467797582855,7.421184210526316,5.721009978617248
10.0333,105.7833,1,28,0,1866.33,2029.3,84.41,27.42,141.19106,140.3,145.185,142.7425,75.03,5.721009978617248,5.778427592382133,5.749718785499691,7.460349193655871,5.683363875871461
10.0333,105.7833,1,29,0,1839.93,1913.7,83.24,27.78,139.8,141.19106,140.3,140.74553000000003,72.81,5.683363875871461,5.721009978617248,5.702186927244354,7.49745914022799,5.673462088698139
10.2333,106.3833,0,0,1,1659.4,101.5,76.75,26.25,22.1,,,,,,,,,4.122171945701357
10.2333,106.3833,0,1,1,1586.13,254.0,79.65,25.5,21.8,22.1,,22.1,21.0,4.122171945701357,,4.122171945701357,3.6666666666666665,4.362385321100917
10.2333,106.3833,0,2,1,1584.93,473.3,81.74,25.53,23.6,21.8,22.1,21.950000000000003,25.9,4.362385321100917,4.122171945701357,4.242278633401137,3.6872586872586877,4.385593220338983
10.2333,106.3833,0,3,1,1699.25,89.8,75.17,27.25,23.6,23.6,21.8,22.700000000000003,23.3,4.385593220338983,4.362385321100917,4.3739892707199495,3.5107296137339055,4.3008474576271185
10.2333,106.3833,0,4,1,1529.23,476.0,82.25,25.94,23.7,23.6,23.6,23.6,26.5,4.3008474576271185,4.385593220338983,4.34322033898305,3.7056603773584906,3.835443037974684
10.2333,106.3833,0,5,1,1573.25,391.4,80.27,25.85,23.2,23.7,23.6,23.65,28.4,3.835443037974684,4.3008474576271185,4.068145247800901,3.5422535211267605,4.849137931034483
10.2333,106.3833,0,6,1,1575.64,605.4,82.64,25.97,23.8,23.2,23.7,23.45,29.5,4.849137931034483,3.835443037974684,4.342290484504584,3.9016949152542373,4.634453781512605
10.2333,106.3833,0,7,1,1623.05,109.2,75.39,26.05,24.9,23.8,23.2,23.5,30.0,4.634453781512605,4.849137931034483,4.741795856273544,3.7866666666666666,4.674698795180723
10.2333,106.3833,0,8,1,1644.89,261.6,79.01,26.46,23.6,24.9,23.8,24.35,28.8,4.674698795180723,4.634453781512605,4.654576288346664,3.8229166666666665,4.851694915254237
10.2333,106.3833,0,9,1,1653.76,174.7,77.57,26.16,22.5,23.6,24.9,24.25,27.3,4.851694915254237,4.674698795180723,4.763196855217481,3.7142857142857144,5.075555555555556
10.2333,106.3833,0,10,1,1695.21,47.4,75.67,26.38,21.8,22.5,23.6,23.05,26.5,5.075555555555556,4.851694915254237,4.963625235404897,3.90188679245283,4.422018348623853
10.2333,106.3833,0,11,1,1561.12,427.7,81.21,26.0,20.7,21.8,22.5,22.15,24.0,4.422018348623853,5.075555555555556,4.748786952089705,3.7624999999999997,5.033816425120773
10.2333,106.3833,0,12,1,1615.43,229.9,79.14,26.36,20.7,20.7,21.8,21.25,25.4,5.033816425120773,4.422018348623853,4.727917386872313,3.401574803149607,5.4396135265700485
10.2333,106.3833,0,13,1,1582.47,220.2,78.57,25.96,20.6,20.7,20.7,20.7,24.2,5.4396135265700485,5.033816425120773,5.236714975845411,4.012396694214876,5.742718446601941
10.2333,106.3833,0,14,1,1552.55,450.8,83.1,25.7,21.1,20.6,20.7,20.65,24.5,5.742718446601941,5.4396135265700485,5.591165986585995,4.220408163265306,5.886255924170616
