lat,lon,mua_vu_encoded,nam_offset,gan_bien,tổng số giờ nắng,tổng lượng mưa,độ ẩm trung bình,nhiệt độ trung bình,dien_tich,dien_tich_lag1_ss,dien_tich_lag2_ss,dien_tich_roll2_ss,dien_tich_cross,nang_suat_lag1_ss,nang_suat_lag2_ss,nang_suat_roll2_ss,nang_suat_cross,nang_suat
9.6,105.9667,0,20,1,1608.05,255.7,79.26,25.89,196.7,141.3,141.3,141.3,192.0,6.803255484784146,6.604387827317764,6.703821656050955,5.9937499999999995,6.853075749872903
9.6,105.9667,0,21,1,1633.73,257.7,78.17,26.82,189.3,196.7,141.3,169.0,152.4,6.853075749872903,6.803255484784146,6.828165617328525,5.631233595800525,6.243000528262018
9.6,105.9667,0,22,1,1464.1,501.2,81.44,26.18,183.9,189.3,196.7,193.0,153.3,6.243000528262018,6.853075749872903,6.54803813906746,5.639269406392693,6.449157150625339
9.6,105.9667,0,23,1,1483.97,415.8,79.44,26.04,193.4,183.9,189.3,186.60000000000002,151.8,6.449157150625339,6.243000528262018,6.3460788394436785,5.633069828722002,6.4643226473629785
9.6,105.9667,0,24,1,1577.32,326.8,77.95,26.66,198.5,193.4,183.9,188.65000000000003,146.4,6.4643226473629785,6.449157150625339,6.456739898994159,5.607923497267759,6.515869017632243
9.6,105.9667,0,25,1,1681.22,137.8,74.75,26.61,183.0,198.5,193.4,195.95000000000002,146.3,6.515869017632243,6.4643226473629785,6.490095832497611,5.6124401913875595,6.481420765027322
9.6,105.9667,0,26,1,1562.24,257.5,78.8,25.95,174.28,183.0,198.5,190.75,159.0,6.481420765027322,6.515869017632243,6.498644891329782,5.244025157232704,6.790624282763369
9.6,105.9667,0,27,1,1506.78,593.4,78.68,26.52,182.2,174.28,183.0,178.64000000000001,142.276,6.790624282763369,6.481420765027322,6.636022523895345,5.750576344569709,6.70867178924259
9.6,105.9667,0,28,1,1483.49,470.8,79.99,25.92,174.49,182.2,174.28,178.24,140.0,6.70867178924259,6.790624282763369,6.74964803600298,5.473217614285714,6.8039429193650065
9.6,105.9667,0,29,1,1611.74,237.3,76.52,27.14,181.96,174.49,182.2,178.34500000000003,144.99007,6.8039429193650065,6.70867178924259,6.756307354303798,5.753235721591141,7.005770499010771
9.6,105.9667,1,0,1,2093.03,1480.1,83.84,27.16,98.0,,,,45.0,,,,4.806666666666667,4.544897959183674
9.6,105.9667,1,1,1,2087.21,1682.9,85.96,26.75,148.8,98.0,,98.0,61.4,4.544897959183674,,4.544897959183674,4.304560260586319,3.370967741935484
9.6,105.9667,1,2,1,2148.98,1351.7,84.39,26.97,140.3,148.8,98.0,123.4,69.3,3.370967741935484,4.544897959183674,3.9579328505595788,4.262626262626262,3.682109764789736
9.6,105.9667,1,3,1,2053.6,1660.5,83.83,27.53,150.3,140.3,148.8,144.55,119.7,3.682109764789736,3.370967741935484,3.52653875336261,4.52046783625731,4.184963406520293
9.6,105.9667,1,4,1,2075.71,1747.7,86.76,26.31,168.3,150.3,140.3,145.3,137.2,4.184963406520293,3.682109764789736,3.9335365856550144,4.531341107871721,4.160427807486631
9.6,105.9667,1,5,1,2026.4,1601.9,86.45,26.51,171.3,168.3,150.3,159.3,132.0,4.160427807486631,4.184963406520293,4.172695607003462,4.8530303030303035,4.302393461762988
9.6,105.9667,1,6,1,2049.0,1674.0,86.36,26.72,159.6,171.3,168.3,169.8,134.6,4.302393461762988,4.160427807486631,4.23141063462481,4.474739970282318,4.419799498746867
9.6,105.9667,1,7,1,2177.55,1214.9,82.98,27.24,165.9,159.6,171.3,165.45,140.6,4.419799498746867,4.302393461762988,4.361096480254927,5.0455192034139404,4.532248342374924
9.6,105.9667,1,8,1,2001.61,1927.1,85.33,26.81,170.7,165.9,159.6,162.75,138.6,4.532248342374924,4.419799498746867,4.476023920560896,5.10966810966811,4.432923257176333
9.6,105.9667,1,9,1,2100.99,1468.8,84.3,26.93,154.2,170.7,165.9,168.3,136.5,4.432923257176333,4.532248342374924,4.482585799775629,5.238095238095238,4.67833981841764
9.6,105.9667,1,10,1,2110.05,1409.4,84.06,27.11,154.4,154.2,170.7,162.45,136.0,4.67833981841764,4.432923257176333,4.5556315377969865,5.533088235294118,4.948834196891192
9.6,105.9667,1,11,1,2010.02,1767.2,86.16,26.63,160.9,154.4,154.2,154.3,139.7,4.948834196891192,4.67833981841764,4.813587007654416,5.383679312813172,4.707271597265382
9.6,105.9667,1,12,1,1884.57,1736.4,86.02,26.78,158.9,160.9,154.4,157.65,140.7,4.707271597265382,4.948834196891192,4.828052897078287,5.009950248756219,5.027690371302706
9.6,105.9667,1,13,1,1985.27,1774.1,86.43,26.53,160.7,158.9,160.9,159.9,139.3,5.027690371302706,4.707271597265382,4.867480984284043,5.906676238334529,5.111387678904792
9.6,105.9667,1,14,1,1985.98,1613.2,86.09,26.85,169.1,160.7,158.9,159.8,138.6,5.111387678904792,5.027690371302706,5.069539025103749,5.857142857142857,5.0396215257244235
9.6,105.9667,1,15,1,2061.57,1773.5,84.04,27.48,188.2,169.1,160.7,164.89999999999998,139.6,5.0396215257244235,5.111387678904792,5.0755046023146075,6.249283667621777,5.287460148777896
9.6,105.9667,1,16,1,2092.07,1578.0,85.6,26.73,187.1,188.2,169.1,178.64999999999998,138.3,5.287460148777896,5.0396215257244235,5.16354083725116,6.391901663051337,5.894708711918761
9.6,105.9667,1,17,1,2050.78,1611.4,85.86,26.72,200.5,187.1,188.2,187.64999999999998,138.8,5.894708711918761,5.287460148777896,5.591084430348328,6.554755043227665,6.057855361596009
9.6,105.9667,1,18,1,1970.37,1675.3,86.11,26.84,200.7,200.5,187.1,193.8,141.3,6.057855361596009,5.894708711918761,5.976282036757385,6.604387827317764,5.621325361235676
9.6,105.9667,1,19,1,2121.61,1560.7,84.77,27.19,192.0,200.7,200.5,200.6,141.3,5.621325361235676,6.057855361596009,5.839590361415842,6.803255484784146,5.9937499999999995
9.6,105.9667,1,20,1,2196.96,1383.4,82.45,27.52,152.4,192.0,200.7,196.35,196.7,5.9937499999999995,5.621325361235676,5.807537680617838,6.853075749872903,5.631233595800525
9.6,105.9667,1,21,1,1976.7,1598.3,84.0,27.44,153.3,152.4,192.0,172.2,189.3,5.631233595800525,5.9937499999999995,5.812491797900263,6.243000528262018,5.639269406392693
9.6,105.9667,1,22,1,1906.72,2068.0,85.76,26.92,151.8,153.3,152.4,152.85000000000002,183.9,5.639269406392693,5.631233595800525,5.63525150109661,6.449157150625339,5.633069828722002
9.6,105.9667,1,23,1,1957.66,1535.3,84.25,27.07,146.4,151.8,153.3,152.55,193.4,5.633069828722002,5.639269406392693,5.636169617557348,6.4643226473629785,5.607923497267759
9.6,105.9667,1,24,1,2068.56,1594.9,84.21,27.41,146.3,146.4,151.8,149.10000000000002,198.5,5.607923497267759,5.633069828722002,5.6204966629948805,6.515869017632243,5.6124401913875595
9.6,105.9667,1,25,1,1939.61,2162.7,84.16,27.44,159.0,146.3,146.4,146.35000000000002,183.0,5.6124401913875595,5.607923497267759,5.610181844327659,6.481420765027322,5.244025157232704
9.6,105.9667,1,26,1,1943.56,2008.9,86.09,26.98,142.276,159.0,146.3,152.65,174.28,5.244025157232704,5.6124401913875595,5.428232674310132,6.790624282763369,5.750576344569709
9.6,105.9667,1,27,1,1895.22,2230.5,86.06,26.64,140.0,142.276,159.0,150.638,182.2,5.750576344569709,5.244025157232704,5.497300750901207,6.70867178924259,5.473217614285714
9.6,105.9667,1,28,1,2007.08,2069.5,84.12,27.42,144.99007,140.0,142.276,141.138,174.49,5.473217614285714,5.750576344569709,5.611896979427712,6.8039429193650065,5.753235721591141
9.6,105.9667,1,29,1,1922.54,2055.0,83.31,27.72,145.69,144.99007,140.0,142.495035,181.96,5.753235721591141,5.473217614285714,5.613226667938427,7.005770499010771,5.858397968288832
9.7833,105.4667,0,0,0,1624.99,113.3,73.77,26.44,78.632,,,,,,,,,4.94358530878014
9.7833,105.4667,0,1,0,1546.23,304.8,77.33,25.57,77.683,78.632,,78.632,118.086,4.94358530878014,,4.94358530878014,3.488466033230019,5.34517204536385
9.7833,105.4667,0,2,0,1493.07,555.0,79.53,25.51,79.392,77.683,78.632,78.1575,120.037,5.34517204536385,4.94358530878014,5.144378677071995,3.5629430925464645,5.370440346634422
9.7833,105.4667,0,3,0,1690.03,118.9,71.87,27.58,79.487,79.392,77.683,78.5375,109.871,5.370440346634422,5.34517204536385,5.357806195999136,3.3725914936607477,5.500798872771648
9.7833,105.4667,0,4,0,1451.53,622.2,81.41,25.7,83.191,79.487,79.392,79.4395,132.359,5.500798872771648,5.370440346634422,5.435619609703036,3.3943970564903028,5.1927011335360795
9.7833,105.4667,0,5,0,1521.37,537.0,78.33,25.76,85.612,83.191,79.487,81.339,149.61,5.1927011335360795,5.500798872771648,5.346750003153864,3.401263284539803,5.400049058543195
9.7833,105.4667,0,6,0,1511.23,518.3,80.96,25.88,86.372,85.612,83.191,84.4015,119.677,5.400049058543195,5.1927011335360795,5.296375096039638,3.5657227370338496,5.298962626777197
9.7833,105.4667,0,7,0,1615.91,117.3,71.24,26.45,85.897,86.372,85.612,85.99199999999999,133.078,5.298962626777197,5.400049058543195,5.3495058426601965,3.514284855498279,6.020710851368499
9.7833,105.4667,0,8,0,1601.12,385.9,76.79,26.57,84.33,85.897,86.372,86.1345,141.549,6.020710851368499,5.298962626777197,5.659836739072848,3.7609308437360913,5.781003201707578
9.7833,105.4667,0,9,0,1628.43,137.8,74.11,26.41,84.9,84.33,85.897,85.1135,141.6,5.781003201707578,6.020710851368499,5.900857026538038,3.7320409604519775,6.1342756183745575
9.7833,105.4667,0,10,0,1665.78,91.6,72.69,26.63,85.4,84.9,84.33,84.61500000000001,143.5,6.1342756183745575,5.781003201707578,5.957639410041068,3.8738675958188153,6.394613583138173
9.7833,105.4667,0,11,0,1507.59,440.6,78.23,26.1,84.2,85.4,84.9,85.15,143.0,6.394613583138173,6.1342756183745575,6.264444600756365,3.937762237762238,6.205463182897862
9.7833,105.4667,0,12,0,1600.49,298.6,77.38,26.33,79.0,84.2,85.4,84.80000000000001,142.9,6.205463182897862,6.394613583138173,6.300038383018018,3.7809657102869134,5.273417721518988
9.7833,105.4667,0,13,0,1555.75,214.4,74.53,26.25,81.6,79.0,84.2,81.6,110.3,5.273417721518988,6.205463182897862,5.7394404522084255,4.066183136899365,6.161764705882353
9.7833,105.4667,0,14,0,1492.05,530.1,81.33,25.45,82.3,81.6,79.0,80.3,121.3,6.161764705882353,5.273417721518988,5.71759121370067,4.264633140972794,6.303766707168894
9.7833,105.4667,0,15,0,1591.77,149.7,74.95,26.81,84.3,82.3,81.6,81.94999999999999,108.9,6.303766707168894,6.161764705882353,6.2327657065256235,4.361799816345271,6.506524317912218
9.7833,105.4667,0,16,0,1402.09,696.5,81.01,25.57,83.0,84.3,82.3,83.3,126.4,6.506524317912218,6.303766707168894,6.405145512540556,4.285601265822785,6.702409638554216
9.7833,105.4667,0,17,0,1516.24,454.7,79.51,26.21,77.9,83.0,84.3,83.65,129.7,6.702409638554216,6.506524317912218,6.6044669782332175,4.411719352351581,7.114249037227214
9.7833,105.4667,0,18,0,1549.99,325.9,76.44,26.81,79.9,77.9,83.0,80.45,136.2,7.114249037227214,6.702409638554216,6.908329337890715,4.593979441997064,7.105131414267835
9.7833,105.4667,0,19,0,1545.86,243.2,76.02,25.64,77.5,79.9,77.9,78.9,132.1,7.105131414267835,7.114249037227214,7.109690225747524,4.720666161998486,7.518709677419356
9.7833,105.4667,0,20,0,1573.6,298.4,76.48,26.11,80.0,77.5,79.9,78.7,127.8,7.518709677419356,7.105131414267835,7.311920545843595,4.866197183098591,7.73125
9.7833,105.4667,0,21,0,1622.16,261.2,75.13,27.07,79.4,80.0,77.5,78.75,127.1,7.73125,7.518709677419356,7.624979838709677,5.307631785995279,7.003778337531486
9.7833,105.4667,0,22,0,1454.29,627.4,80.81,26.23,77.9,79.4,80.0,79.7,122.8,7.003778337531486,7.73125,7.367514168765743,5.496742671009772,6.822849807445443
9.7833,105.4667,0,23,0,1440.23,427.0,78.78,26.13,78.0,77.9,79.4,78.65,128.7,6.822849807445443,7.003778337531486,6.913314072488465,5.668220668220669,7.3076923076923075
9.7833,105.4667,0,24,0,1572.27,330.8,75.56,26.98,78.4,78.0,77.9,77.95,116.6,7.3076923076923075,6.822849807445443,7.065271057568875,5.798456260720412,7.3392857142857135
9.7833,105.4667,0,25,0,1647.9,152.7,71.26,27.13,77.8,78.4,78.0,78.2,117.7,7.3392857142857135,7.3076923076923075,7.323489010989011,5.807986406117247,7.659383033419023
9.7833,105.4667,0,26,0,1546.88,270.2,76.35,26.25,77.02,77.8,78.4,78.1,120.4,7.659383033419023,7.3392857142857135,7.499334373852369,5.799003322259137,7.81822903142041
9.7833,105.4667,0,27,0,1471.26,580.9,75.66,26.89,76.6,77.02,77.8,77.41,111.983,7.81822903142041,7.659383033419023,7.738806032419717,6.003384442281418,7.783681462140993
9.7833,105.4667,0,28,0,1435.26,435.6,77.4,26.1,75.5,76.6,77.02,76.81,111.7,7.783681462140993,7.81822903142041,7.800955246780701,5.8882184422560435,7.7531125827814575
9.7833,105.4667,0,29,0,1590.2,192.7,73.34,27.6,74.39,75.5,76.6,76.05,102.341,7.7531125827814575,7.783681462140993,7.768397022461225,5.875436042250906,7.761258233633553
9.7833,105.4667,1,0,0,1973.57,1586.8,83.02,27.15,118.086,,,,78.632,,,,4.94358530878014,3.488466033230019
9.7833,105.4667,1,1,0,1919.46,1830.6,85.96,26.6,120.037,118.086,,118.086,77.683,3.488466033230019,,3.488466033230019,5.34517204536385,3.5629430925464645
9.7833,105.4667,1,2,0,2019.05,1496.9,84.26,26.85,109.871,120.037,118.086,119.0615,79.392,3.5629430925464645,3.488466033230019,3.525704562888242,5.370440346634422,3.3725914936607477
9.7833,105.4667,1,3,0,1934.8,1731.3,83.41,27.46,132.359,109.871,120.037,114.95400000000001,79.487,3.3725914936607477,3.5629430925464645,3.467767293103606,5.500798872771648,3.3943970564903028
9.7833,105.4667,1,4,0,1926.33,2027.2,87.05,26.14,149.61,132.359,109.871,121.115,83.191,3.3943970564903028,3.3725914936607477,3.3834942750755252,5.1927011335360795,3.401263284539803
9.7833,105.4667,1,5,0,1925.23,1821.7,86.57,26.36,119.677,149.61,132.359,140.9845,85.612,3.401263284539803,3.3943970564903028,3.3978301705150527,5.400049058543195,3.5657227370338496
9.7833,105.4667,1,6,0,1974.29,1777.9,86.3,26.6,133.078,119.677,149.61,134.64350000000002,86.372,3.5657227370338496,3.401263284539803,3.4834930107868263,5.298962626777197,3.514284855498279
9.7833,105.4667,1,7,0,2076.2,1296.1,81.82,27.33,141.549,133.078,119.677,126.3775,85.897,3.514284855498279,3.5657227370338496,3.540003796266064,6.020710851368499,3.7609308437360913
9.7833,105.4667,1,8,0,1865.17,1904.6,84.56,26.82,141.6,141.549,133.078,137.31349999999998,84.33,3.7609308437360913,3.514284855498279,3.637607849617185,5.781003201707578,3.7320409604519775
9.7833,105.4667,1,9,0,1999.51,1548.3,83.69,26.9,143.5,141.6,141.549,141.5745,84.9,3.7320409604519775,3.7609308437360913,3.7464859020940344,6.1342756183745575,3.8738675958188153
9.7833,105.4667,1,10,0,1976.44,1536.3,83.79,27.05,143.0,143.5,141.6,142.55,85.4,3.8738675958188153,3.7320409604519775,3.802954278135396,6.394613583138173,3.937762237762238
9.7833,105.4667,1,11,0,1855.06,1912.4,86.45,26.45,142.9,143.0,143.5,143.25,84.2,3.937762237762238,3.8738675958188153,3.9058149167905265,6.205463182897862,3.7809657102869134
9.7833,105.4667,1,12,0,1768.46,1811.8,85.9,26.67,110.3,142.9,143.0,142.95,79.0,3.7809657102869134,3.937762237762238,3.8593639740245758,5.273417721518988,4.066183136899365
9.7833,105.4667,1,13,0,1846.36,1886.7,86.16,26.45,121.3,110.3,142.9,126.6,81.6,4.066183136899365,3.7809657102869134,3.9235744235931396,6.161764705882353,4.264633140972794
9.7833,105.4667,1,14,0,1815.5,1665.0,86.03,26.76,108.9,121.3,110.3,115.8,82.3,4.264633140972794,4.066183136899365,4.16540813893608,6.303766707168894,4.361799816345271
9.7833,105.4667,1,15,0,1903.16,1925.3,83.42,27.41,126.4,108.9,121.3,115.1,84.3,4.361799816345271,4.264633140972794,4.313216478659033,6.506524317912218,4.285601265822785
9.7833,105.4667,1,16,0,1936.15,1690.3,85.89,26.59,129.7,126.4,108.9,117.65,83.0,4.285601265822785,4.361799816345271,4.323700541084028,6.702409638554216,4.411719352351581
9.7833,105.4667,1,17,0,1887.82,1704.1,86.01,26.59,136.2,129.7,126.4,128.05,77.9,4.411719352351581,4.285601265822785,4.348660309087183,7.114249037227214,4.593979441997064
9.7833,105.4667,1,18,0,1818.06,1981.8,86.38,26.68,132.1,136.2,129.7,132.95,79.9,4.593979441997064,4.411719352351581,4.502849397174323,7.105131414267835,4.720666161998486
9.7833,105.4667,1,19,0,1976.23,1811.3,85.29,26.98,127.8,132.1,136.2,134.14999999999998,77.5,4.720666161998486,4.593979441997064,4.6573228019977755,7.518709677419356,4.866197183098591
9.7833,105.4667,1,20,0,2048.67,1506.8,81.85,27.49,127.1,127.8,132.1,129.95,80.0,4.866197183098591,4.720666161998486,4.793431672548539,7.73125,5.307631785995279
9.7833,105.4667,1,21,0,1847.83,1669.6,82.88,27.51,122.8,127.1,127.8,127.44999999999999,79.4,5.307631785995279,4.866197183098591,5.086914484546935,7.003778337531486,5.496742671009772
9.7833,105.4667,1,22,0,1805.47,2119.4,85.63,26.94,128.7,122.8,127.1,124.94999999999999,77.9,5.496742671009772,5.307631785995279,5.402187228502526,6.822849807445443,5.668220668220669
9.7833,105.4667,1,23,0,1859.78,1484.4,84.06,27.1,116.6,128.7,122.8,125.74999999999999,78.0,5.668220668220669,5.496742671009772,5.582481669615221,7.3076923076923075,5.798456260720412
9.7833,105.4667,1,24,0,1930.36,1604.7,84.05,27.45,117.7,116.6,128.7,122.64999999999999,78.4,5.798456260720412,5.668220668220669,5.73333846447054,7.3392857142857135,5.807986406117247
9.7833,105.4667,1,25,0,1822.04,2159.3,83.95,27.5,120.4,117.7,116.6,117.15,77.8,5.807986406117247,5.798456260720412,5.803221333418829,7.659383033419023,5.799003322259137
9.7833,105.4667,1,26,0,1834.82,1847.4,85.88,27.02,111.983,120.4,117.7,119.05000000000001,77.02,5.799003322259137,5.807986406117247,5.803494864188192,7.81822903142041,6.003384442281418
9.7833,105.4667,1,27,0,1694.02,2325.3,86.62,26.51,111.7,111.983,120.4,116.1915,76.6,6.003384442281418,5.799003322259137,5.901193882270277,7.783681462140993,5.8882184422560435
9.7833,105.4667,1,28,0,1843.56,2097.3,84.07,27.41,102.341,111.7,111.983,111.8415,75.5,5.8882184422560435,6.003384442281418,5.945801442268731,7.7531125827814575,5.875436042250906
9.7833,105.4667,1,29,0,1791.38,2052.4,83.09,27.75,101.92,102.341,111.7,107.0205,74.39,5.875436042250906,5.8882184422560435,5.881827242253475,7.761258233633553,5.8448783359497645
9.9333,106.3333,0,0,1,1651.43,108.8,76.48,26.2,35.0,,,,,,,,,4.845714285714285
9.9333,106.3333,0,1,1,1562.94,269.9,79.51,25.43,39.1,35.0,,35.0,50.0,4.845714285714285,,4.845714285714285,4.41,4.618925831202046
9.9333,106.3333,0,2,1,1558.1,553.7,81.42,25.49,46.0,39.1,35.0,37.05,66.3,4.618925831202046,4.845714285714285,4.732320058458166,3.4871794871794872,4.732608695652174
9.9333,106.3333,0,3,1,1699.83,98.3,75.42,27.23,48.5,46.0,39.1,42.55,73.4,4.732608695652174,4.618925831202046,4.67576726342711,3.403269754768392,4.868041237113402
9.9333,106.3333,0,4,1,1513.93,515.0,81.95,25.9,53.2,48.5,46.0,47.25,80.0,4.868041237113402,4.732608695652174,4.800324966382788,3.2674999999999996,4.116541353383458
9.9333,106.3333,0,5,1,1559.94,430.9,80.44,25.76,53.0,53.2,48.5,50.85,84.6,4.116541353383458,4.868041237113402,4.49229129524843,3.997635933806147,4.941509433962263
9.9333,106.3333,0,6,1,1550.17,647.8,82.31,25.91,54.3,53.0,53.2,53.1,87.0,4.941509433962263,4.116541353383458,4.52902539367286,4.175862068965517,3.9852670349907924
9.9333,106.3333,0,7,1,1613.9,141.0,76.0,25.91,55.0,54.3,53.0,53.65,87.6,3.9852670349907924,4.941509433962263,4.463388234476528,3.7294520547945207,5.158181818181818
9.9333,106.3333,0,8,1,1639.28,334.0,79.23,26.39,53.6,55.0,54.3,54.65,84.9,5.158181818181818,3.9852670349907924,4.5717244265863055,4.067137809187279,5.309701492537314
9.9333,106.3333,0,9,1,1650.72,189.8,77.53,26.08,53.9,53.6,55.0,54.3,86.6,5.309701492537314,5.158181818181818,5.2339416553595655,4.190531177829099,5.324675324675325
9.9333,106.3333,0,10,1,1684.69,73.4,75.6,26.31,53.6,53.9,53.6,53.75,86.7,5.324675324675325,5.309701492537314,5.317188408606319,4.166089965397924,5.606343283582089
9.9333,106.3333,0,11,1,1537.52,462.3,81.1,25.92,52.8,53.6,53.9,53.75,84.9,5.606343283582089,5.324675324675325,5.465509304128707,4.010600706713781,5.111742424242424
9.9333,106.3333,0,12,1,1612.66,239.2,79.1,26.3,49.7,52.8,53.6,53.2,82.8,5.111742424242424,5.606343283582089,5.359042853912257,4.128019323671498,4.625754527162978
9.9333,106.3333,0,13,1,1571.97,211.2,78.13,25.92,53.7,49.7,52.8,51.25,81.1,4.625754527162978,5.111742424242424,4.8687484757027,4.7422934648582,5.484171322160148
9.9333,106.3333,0,14,1,1526.2,511.2,83.17,25.62,56.1,53.7,49.7,51.7,82.9,5.484171322160148,4.625754527162978,5.054962924661563,4.781664656212303,5.303030303030303
9.9333,106.3333,0,15,1,1601.34,168.8,78.09,26.52,59.5,56.1,53.7,54.900000000000006,82.4,5.303030303030303,5.484171322160148,5.393600812595226,4.808252427184466,5.828571428571429
9.9333,106.3333,0,16,1,1453.54,644.8,82.06,25.65,61.1,59.5,56.1,57.8,81.4,5.828571428571429,5.303030303030303,5.565800865800866,4.656019656019656,4.739770867430442
9.9333,106.3333,0,17,1,1552.98,418.9,80.79,26.27,58.2,61.1,59.5,60.3,81.0,4.739770867430442,5.828571428571429,5.284171148000936,5.332098765432098,6.230240549828179
9.9333,106.3333,0,18,1,1590.41,280.8,78.66,26.66,64.5,58.2,61.1,59.650000000000006,80.2,6.230240549828179,4.739770867430442,5.485005708629311,5.4214463840399,6.0310077519379846
9.9333,106.3333,0,19,1,1582.44,211.7,78.99,25.55,66.4,64.5,58.2,61.35000000000001,80.7,6.0310077519379846,6.230240549828179,6.130624150883081,5.18091697645601,6.719879518072289
9.9333,106.3333,0,20,1,1645.51,254.7,79.0,25.94,68.9,66.4,64.5,65.45000000000002,80.2,6.719879518072289,6.0310077519379846,6.375443635005137,5.074812967581047,6.811320754716981
9.9333,106.3333,0,21,1,1660.68,224.4,77.61,26.88,68.8,68.9,66.4,67.65,164.3,6.811320754716981,6.719879518072289,6.765600136394635,5.2288496652465,4.036337209302325
9.9333,106.3333,0,22,1,1480.64,597.0,81.89,26.25,59.9,68.8,68.9,68.85000000000001,139.4,4.036337209302325,6.811320754716981,5.423828982009653,4.791248206599713,5.898163606010017
9.9333,106.3333,0,23,1,1506.86,373.0,79.71,26.13,66.4,59.9,68.8,64.35000000000001,157.9,5.898163606010017,4.036337209302325,4.967250407656171,4.898036732108929,6.71234939759036
9.9333,106.3333,0,24,1,1570.45,322.1,78.28,26.71,68.6,66.4,59.9,63.15000000000001,155.1,6.71234939759036,5.898163606010017,6.305256501800189,5.254674403610574,6.61661807580175
9.9333,106.3333,0,25,1,1675.12,124.9,74.81,26.67,60.5,68.6,66.4,67.50000000000001,153.5,6.61661807580175,6.71234939759036,6.664483736696055,5.17915309446254,3.5421487603305786
9.9333,106.3333,0,26,1,1573.56,172.3,78.33,26.14,59.73,60.5,68.6,64.55000000000001,142.4,3.5421487603305786,6.61661807580175,5.079383418066164,5.033005617977528,6.40616105809476
9.9333,106.3333,0,27,1,1537.87,479.4,79.3,26.57,63.3,59.73,60.5,60.11500000000001,147.94271,6.40616105809476,3.5421487603305786,4.974154909212669,5.135298859943826,6.50047393364929
9.9333,106.3333,0,28,1,1488.27,408.8,80.77,25.92,62.06,63.3,59.73,61.515000000000015,134.6,6.50047393364929,6.40616105809476,6.4533174958720245,4.757159509658247,6.102320335159522
9.9333,106.3333,0,29,1,1632.13,188.6,77.0,27.14,61.74,62.06,63.3,62.680000000000014,140.16448,6.102320335159522,6.50047393364929,6.3013971344044055,5.183709596040309,6.698898607061872
9.9333,106.3333,1,0,1,2075.49,1660.2,84.34,27.14,50.0,,,,35.0,,,,4.845714285714285,4.41
9.9333,106.3333,1,1,1,2058.02,1946.8,86.41,26.74,66.3,50.0,,50.0,39.1,4.41,,4.41,4.618925831202046,3.4871794871794872
9.9333,106.3333,1,2,1,2154.12,1598.1,84.67,26.97,73.4,66.3,50.0,58.15,46.0,3.4871794871794872,4.41,3.9485897435897437,4.732608695652174,3.403269754768392
9.9333,106.3333,1,3,1,2075.19,1829.8,84.35,27.5,80.0,73.4,66.3,69.85,48.5,3.403269754768392,3.4871794871794872,3.4452246209739394,4.868041237113402,3.2674999999999996
9.9333,106.3333,1,4,1,2083.19,2009.4,87.34,26.3,84.6,80.0,73.4,76.7,53.2,3.2674999999999996,3.403269754768392,3.335384877384196,4.116541353383458,3.997635933806147
9.9333,106.3333,1,5,1,2060.71,1788.2,86.94,26.48,87.0,84.6,80.0,82.3,53.0,3.997635933806147,3.2674999999999996,3.632567966903073,4.941509433962263,4.175862068965517
9.9333,106.3333,1,6,1,2067.87,1814.5,86.66,26.74,87.6,87.0,84.6,85.8,54.3,4.175862068965517,3.997635933806147,4.086749001385832,3.9852670349907924,3.7294520547945207
9.9333,106.3333,1,7,1,2141.2,1322.2,83.06,27.25,84.9,87.6,87.0,87.3,55.0,3.7294520547945207,4.175862068965517,3.9526570618800188,5.158181818181818,4.067137809187279
9.9333,106.3333,1,8,1,1986.26,2118.3,85.64,26.81,86.6,84.9,87.6,86.25,53.6,4.067137809187279,3.7294520547945207,3.8982949319909,5.309701492537314,4.190531177829099
9.9333,106.3333,1,9,1,2102.94,1620.0,84.75,26.92,86.7,86.6,84.9,85.75,53.9,4.190531177829099,4.067137809187279,4.128834493508189,5.324675324675325,4.166089965397924
9.9333,106.3333,1,10,1,2117.07,1633.0,84.48,27.08,84.9,86.7,86.6,86.65,53.6,4.166089965397924,4.190531177829099,4.178310571613512,5.606343283582089,4.010600706713781
9.9333,106.3333,1,11,1,2016.62,1990.8,86.51,26.62,82.8,84.9,86.7,85.80000000000001,52.8,4.010600706713781,4.166089965397924,4.088345336055852,5.111742424242424,4.128019323671498
9.9333,106.3333,1,12,1,1882.66,2003.6,86.6,26.73,81.1,82.8,84.9,83.85,49.7,4.128019323671498,4.010600706713781,4.06931001519264,4.625754527162978,4.7422934648582
9.9333,106.3333,1,13,1,1983.98,1925.8,86.97,26.51,82.9,81.1,82.8,81.94999999999999,53.7,4.7422934648582,4.128019323671498,4.435156394264849,5.484171322160148,4.781664656212303
9.9333,106.3333,1,14,1,1939.93,1853.7,86.7,26.81,82.4,82.9,81.1,82.0,56.1,4.781664656212303,4.7422934648582,4.761979060535252,5.303030303030303,4.808252427184466
9.9333,106.3333,1,15,1,2075.0,1916.3,84.44,27.45,81.4,82.4,82.9,82.65,59.5,4.808252427184466,4.781664656212303,4.794958541698385,5.828571428571429,4.656019656019656
9.9333,106.3333,1,16,1,2071.79,1774.5,86.18,26.69,81.0,81.4,82.4,81.9,61.1,4.656019656019656,4.808252427184466,4.732136041602061,4.739770867430442,5.332098765432098
